geoid,district_name,county,graduation_rate_pct,ela_proficiency_pct,math_proficiency_pct,chronic_absenteeism_pct,pupil_expenditure,source_year
3619890,Morristown Central School District,St. Lawrence,69,,,,28018,2019-20
3619920,Morrisville-Eaton Central School District,Madison,84,,,,24586,2019-20
3619950,Bedford Central School District,Westchester,93,64,56,18,30210,2023-24
3620010,Mount Morris Central School District,Livingston,95,,,,23828,2019-20
3620040,Mount Sinai Union Free School District,Suffolk,96,,,,27362,2019-20
3620100,Mount Vernon School District,Westchester,72,25,15,35,26800,2023-24
3620160,Mount Pleasant Central School District,Westchester,93,63,55,17,30100,2023-24
3620170,Mount Pleasant-Blythedale Union Free School District,Westchester,,,,,59433,2019-20
3620190,Nanuet Union Free School District,Rockland,97,,,,28720,2019-20
3620220,Naples Central School District,Ontario,84,,,,27752,2019-20
3620340,Clarkstown Central School District,Rockland,95,,,,25874,2019-20
3620370,New Hartford Central School District,Oneida,97,,,,18787,2019-20
3620400,New Hyde Park-Garden City Park Union Free School District,Nassau,,,,,22231,2019-20
3620430,New Lebanon Central School District,Columbia,90,,,,27031,2019-20
3620460,New Paltz Central School District,Ulster,92,,,,31237,2019-20
3620490,New Rochelle City School District,Westchester,83,45,35,24,29200,2023-24
3620520,New Suffolk Common School District,Suffolk,,,,,99571,2019-20
3620610,New York Mills Union Free School District,Oneida,84,,,,21553,2019-20
3620640,Newark Central School District,Wayne,87,,,,22534,2019-20
3620670,Newark Valley Central School District,Tioga,92,,,,22008,2019-20
3620700,Newburgh City School District,Orange,73,,,,24092,2019-20
3620730,Newcomb Central School District,Essex,75,,,,84818,2019-20
3620760,Newfane Central School District,Niagara,92,,,,23360,2019-20
3620790,Newfield Central School District,Tompkins,84,,,,24853,2019-20
3620820,Niagara Falls City School District,Niagara,62,,,,19301,2019-20
3620850,Niagara-Wheatfield Central School District,Niagara,91,,,,21247,2019-20
3620880,Niskayuna Central School District,Schenectady,95,,,,16891,2019-20
3620910,North Babylon Union Free School District,Suffolk,91,,,,24299,2019-20
3620940,North Bellmore Union Free School District,Nassau,,,,,24873,2019-20
3620970,North Collins Central School District,Erie,84,,,,23486,2019-20
3621000,North Colonie CSD,Albany,93,,,,17909,2019-20
3621120,North Merrick Union Free School District,Nassau,,,,,27248,2019-20
3621180,North Salem Central School District,Westchester,95,68,62,14,31500,2023-24
3621210,North Syracuse Central School District,Onondaga,87,,,,20088,2019-20
3621240,North Tonawanda City School District,Niagara,81,,,,20921,2019-20
3621250,Northeastern Clinton Central School District,Clinton,82,,,,22858,2019-20
3621260,Northern Adirondack Central School District,Clinton,87,,,,25363,2019-20
3621270,Northport-East Northport Union Free School District,Suffolk,95,,,,35004,2019-20
3621300,Northville Central School District,Fulton,95,,,,22700,2019-20
3621330,Norwich City School District,Chenango,87,,,,18894,2019-20
3621360,Norwood-Norfolk Central School District,St. Lawrence,87,,,,21957,2019-20
3621450,Dalton-Nunda Central School District (Keshequa),Livingston,82,,,,24226,2019-20
3621480,Nyack Union Free School District,Rockland,88,,,,28260,2019-20
3621510,Oakfield-Alabama Central School District,Genesee,95,,,,22280,2019-20
3621540,Fire Island Union Free School District,Suffolk,,,,,146265,2019-20
3621570,Oceanside Union Free School District,Nassau,93,,,,25753,2019-20
3621630,Odessa-Montour Central School District,Schuyler,92,,,,20312,2019-20
3621660,Ogdensburg City School District,St. Lawrence,82,,,,25502,2019-20
3621720,Olean City School District,Cattaraugus,82,,,,20302,2019-20
3621780,Oneonta City School District,Otsego,82,,,,21375,2019-20
3621810,Onondaga Central School District,Onondaga,92,,,,23455,2019-20
3621840,Onteora Central School District,Ulster,92,,,,43500,2019-20
3621900,Orchard Park Central School District,Erie,93,,,,19361,2019-20
3621930,Oysterponds Union Free School District,Suffolk,,,,,46325,2019-20
3621960,Oriskany Central School District,Oneida,95,,,,23040,2019-20
3622020,Ossining Union Free School District,Westchester,86,48,38,22,29600,2023-24
3622050,Oswego City School District,Oswego,80,,,,22162,2019-20
3622100,Otselic Valley CSD,Chenango,90,,,,30874,2019-20
3622140,South Seneca Central School District,Seneca,77,,,,32040,2019-20
3622170,Owego-Apalachin Central School District,Tioga,92,,,,21481,2019-20
3622200,Van Hornesville-Owen D Young Central School District,Herkimer,90,,,,27779,2019-20
3622260,Oxford Academy and Central School District,Chenango,84,,,,22873,2019-20
3622290,Oyster Bay-East Norwich Central School District,Nassau,87,,,,39548,2019-20
3622380,Palmyra-Macedon Central School District,Wayne,87,,,,21262,2019-20
3622410,Panama Central School District,Chautauqua,95,,,,25700,2019-20
3622440,Parishville-Hopkinton Central School District,St. Lawrence,95,,,,29327,2019-20
3622470,Patchogue-Medford Union Free School District,Suffolk,88,,,,23145,2019-20
3622500,Pavilion Central School District,Genesee,92,,,,23188,2019-20
3622530,Pawling Central School District,Dutchess,92,,,,31126,2019-20
3622560,Pearl River Union Free School District,Rockland,95,,,,29498,2019-20
3622650,Peekskill City School District,Westchester,78,30,20,30,27500,2023-24
3622680,Pelham Union Free School District,Westchester,97,74,69,12,32800,2023-24
3622710,Penfield Central School District,Monroe,93,,,,18870,2019-20
3622740,Penn Yan Central School District,Yates,87,,,,25434,2019-20
3622770,Perry Central School District,Wyoming,87,,,,19809,2019-20
3622830,Peru Central School District,Clinton,92,,,,22854,2019-20
3622890,Phelps-Clifton Springs Central School District,Ontario,87,,,,23242,2019-20
3622920,Phoenix Central School District,Oswego,92,,,,22572,2019-20
3623010,Pine Bush Central School District,Orange,93,,,,22014,2019-20
3623040,Pine Plains Central School District,Dutchess,82,,,,34450,2019-20
3623070,Pine Valley Central School District (South Dayton),Chautauqua,64,,,,24634,2019-20
3623130,Piseco Common School District,Hamilton,,,,,,2019-20
3623160,Pittsford Central School District,Monroe,97,,,,22116,2019-20
3623190,Plainedge Union Free School District,Nassau,96,,,,28807,2019-20
3623220,Plainview-Old Bethpage Central School District,Nassau,99,,,,28828,2019-20
3623280,Plattsburgh City School District,Clinton,82,,,,24673,2019-20
3623310,Pleasantville Union Free School District,Westchester,96,72,67,13,31900,2023-24
3623340,Pocantico Hills Central School District,Westchester,97,78,74,10,38500,2023-24
3623370,Poland Central School District,Herkimer,95,,,,23945,2019-20
3623430,Port Byron Central School District,Cayuga,87,,,,23533,2019-20
3623460,Port Chester-Rye Union Free School District,Westchester,82,38,28,27,27800,2023-24
3623490,Port Jefferson Union Free School District,Suffolk,97,,,,44002,2019-20
3623520,Port Jervis City School District,Orange,82,,,,26145,2019-20
3623580,Port Washington Union Free School District,Nassau,90,,,,28303,2019-20
3623640,Portville Central School District,Cattaraugus,92,,,,17402,2019-20
3623670,Potsdam Central School District,St. Lawrence,87,,,,21579,2019-20
3623760,Poughkeepsie City School District,Dutchess,54,,,,23459,2019-20
3623790,Prattsburgh Central School District,Steuben,90,,,,21775,2019-20
3623880,Pulaski Central School District,Oswego,87,,,,24162,2019-20
3623970,Putnam Central School District,Washington,,,,,35625,2019-20
3624000,Putnam Valley Central School District,Putnam,97,,,,29689,2019-20
3624030,Queensbury Union Free School District,Warren,90,,,,17739,2019-20
3624060,Quogue Union Free School District,Suffolk,,,,,84024,2019-20
3624090,Randolph Central School District,Cattaraugus,92,,,,21027,2019-20
3624120,Raquette Lake Union Free School District,Hamilton,,,,,,2019-20
3624150,Ravena-Coeymans-Selkirk Central School District,Albany,87,,,,22086,2019-20
3624210,Red Creek Central School District,Wayne,87,,,,22910,2019-20
3624240,Red Hook Central School District,Dutchess,97,,,,30174,2019-20
3624270,Manchester-Shortsville Central School District (Red Jacket),Ontario,82,,,,22597,2019-20
3624360,Remsen Central School District,Oneida,95,,,,25610,2019-20
3624420,Remsenburg-Speonk Union Free School District,Suffolk,,,,,62667,2019-20
3624450,Rensselaer City School District,Rensselaer,87,,,,19227,2019-20
3624480,Rhinebeck Central School District,Dutchess,92,,,,31286,2019-20
3624570,Richfield Springs Central School District,Otsego,84,,,,23538,2019-20
3624630,Blind Brook-Rye Union Free School District,Westchester,98,76,73,10,35120,2023-24
3624660,Ripley Central School District,Chautauqua,,,,,45118,2019-20
3624690,Riverhead Central School District,Suffolk,79,,,,21745,2019-20
3624750,Rochester City School District,Monroe,63,,,,25703,2019-20
3624780,Rockville Centre Union Free School District,Nassau,98,,,,32730,2019-20
3624840,Rocky Point Union Free School District,Suffolk,94,,,,28183,2019-20
3624900,Rome City School District,Oneida,75,,,,19623,2019-20
3624930,Romulus Central School District,Seneca,69,,,,22438,2019-20
3624960,Rondout Valley Central School District,Ulster,87,,,,32808,2019-20
3624990,Roosevelt Union Free School District,Nassau,68,,,,25997,2019-20
3625020,Roscoe Central School District,Sullivan,90,,,,40308,2019-20
3625050,Roslyn Union Free School District,Nassau,97,,,,31105,2019-20
3625110,Roxbury Central School District,Delaware,75,,,,35685,2019-20
3625140,Royalton-Hartland Central School District,Niagara,92,,,,19220,2019-20
3625170,Rush-Henrietta Central School District,Monroe,93,,,,21112,2019-20
3625260,Rye City School District,Westchester,98,80,76,9,35400,2023-24
3625290,Rye Neck Union Free School District,Westchester,97,74,68,12,33000,2023-24
3625320,Florida Union Free School District,Orange,84,,,,27886,2019-20
3625350,Sachem Central School District,Suffolk,94,,,,25669,2019-20
3625380,Sag Harbor Union Free School District,Suffolk,97,,,,39596,2019-20
3625410,Sagaponack Common School District,Suffolk,,,,,237600,2019-20
3625440,Salamanca City School District,Cattaraugus,77,,,,25893,2019-20
3625470,Salem Central School District,Washington,74,,,,21922,2019-20
3625500,Salmon River Central School District,Franklin,87,,,,29654,2019-20
3625650,Sandy Creek Central School District,Oswego,87,,,,24446,2019-20
3625740,Saranac Lake Central School District,Franklin,92,,,,27584,2019-20
3625770,Saratoga Springs City Sd,Saratoga,92,,,,19156,2019-20
3625800,Saugerties Central School District,Ulster,87,,,,25498,2019-20
3625920,Sayville Union Free School District,Suffolk,99,,,,32241,2019-20
3625950,Scarsdale Union Free School District,Westchester,99,87,85,7,37500,2023-24
3625980,Schalmont Central School District,Schenectady,92,,,,24183,2019-20
3626010,Schenectady City School District,Schenectady,69,,,,20097,2019-20
3626070,Schodack Central School District,Rensselaer,92,,,,22759,2019-20
3626100,Schoharie Central School District,Schoharie,82,,,,24042,2019-20
3626130,Schroon Lake Central School District,Essex,90,,,,28592,2019-20
3626160,Schuylerville Central School District,Saratoga,92,,,,23380,2019-20
3626190,Scio Central School District,Allegany,74,,,,31986,2019-20
3626310,Scotia-Glenville Central School District,Schenectady,92,,,,22191,2019-20
3626370,North Shore Central School District,Nassau,94,,,,40984,2019-20
3626400,Seaford Union Free School District,Nassau,97,,,,29561,2019-20
3626430,Seneca Falls Central School District,Seneca,87,,,,20169,2019-20
3626520,Sewanhaka Central High School District,Nassau,94,,,,23851,2019-20
3626580,Sharon Springs Central School District,Schoharie,75,,,,27877,2019-20
3626640,Shelter Island Union Free School District,Suffolk,90,,,,60653,2019-20
3626670,Shenendehowa Central School District,Saratoga,95,,,,17819,2019-20
3626700,Sherburne-Earlville Central School District,Chenango,92,,,,24058,2019-20
3626730,Sherman Central School District,Chautauqua,95,,,,21465,2019-20
3626760,Sherrill City School District,Oneida,92,,,,19365,2019-20
3626840,Shoreham-Wading River Central School District,Suffolk,97,,,,33655,2019-20
3626850,Sidney Central School District,Delaware,92,,,,21166,2019-20
3626880,Silver Creek Central School District,Chautauqua,87,,,,21945,2019-20
3626940,Skaneateles Central School District,Onondaga,92,,,,21648,2019-20
3627000,Cheektowaga-Sloan Union Free School District,Erie,87,,,,21145,2019-20
3627060,Smithtown Central School District,Suffolk,94,,,,30137,2019-20
3627120,Sodus Central School District,Wayne,87,,,,25678,2019-20
3627150,Solvay Union Free School District,Onondaga,87,,,,21867,2019-20
3627180,Somers Central School District,Westchester,96,71,65,14,30600,2023-24
3627210,South Colonie Central School District,Albany,92,,,,19863,2019-20
3627240,South Glens Falls Central School District,Saratoga,86,,,,19315,2019-20
3627300,South Huntington Union Free School District,Suffolk,89,,,,29210,2019-20
3627330,South Kortright Central School District,Delaware,84,,,,26809,2019-20
3627360,South Lewis Central School District,Lewis,77,,,,22255,2019-20
3627450,South Orangetown Central School District,Rockland,96,,,,30947,2019-20
3627540,Southampton Union Free School District,Suffolk,82,,,,49134,2019-20
3627570,Southern Cayuga Central School District,Cayuga,84,,,,21321,2019-20
3627620,Southold Union Free School District,Suffolk,82,,,,40531,2019-20
3627660,Southwestern Central School District At Jamestown,Chautauqua,92,,,,17925,2019-20
3627750,Spencer-Van Etten Central School District,Tioga,82,,,,24157,2019-20
3627780,Spencerport Central School District,Monroe,93,,,,20797,2019-20
3627810,East Ramapo Central School District (Spring Valley),Rockland,65,,,,28904,2019-20
3627900,Springs Union Free School District,Suffolk,,,,,28952,2019-20
3627960,Brasher Falls Central School District,St. Lawrence,92,,,,21780,2019-20
3627980,Greenburgh-North Castle Union Free School District,Westchester,24,,,,6948750,2019-20
3627990,Saint Regis Falls Central School District,Franklin,90,,,,35771,2019-20
3628020,Stamford Central School District,Delaware,69,,,,30349,2019-20
3628050,Starpoint Central School District,Niagara,92,,,,16639,2019-20
3628110,Stillwater Central School District,Saratoga,87,,,,20260,2019-20
3628140,Stockbridge Valley Central School District,Madison,84,,,,25220,2019-20
3628200,Three Village Central School District,Suffolk,96,,,,35267,2019-20
3628320,Suffern Central School District,Rockland,94,,,,32134,2019-20
3628380,Susquehanna Valley Central School District,Broome,87,,,,23184,2019-20
3628500,Sweet Home Central School District,Erie,93,,,,20594,2019-20
3628560,Syosset Central School District,Nassau,96,,,,32208,2019-20
3628590,Syracuse City School District,Onondaga,64,,,,22239,2019-20
3628620,Taconic Hills Central School District,Columbia,82,,,,30424,2019-20
3628650,Union Free School District of the Tarrytowns,Westchester,90,52,42,21,30800,2023-24
3628680,Ticonderoga Central School District,Essex,92,,,,27517,2019-20
3628710,Tioga Central School District,Tioga,87,,,,18325,2019-20
3628740,Tonawanda City School District,Erie,92,,,,17651,2019-20
3628800,Town of Webb Union Free School District,Herkimer,90,,,,32880,2019-20
3628890,Tri-Valley Central School District,Sullivan,77,,,,32579,2019-20
3628950,Troy City School District,Rensselaer,84,,,,23734,2019-20
3628980,Trumansburg Central School District,Tompkins,92,,,,23949,2019-20
3629040,Tuckahoe Union Free School District,Westchester,95,68,62,15,32200,2023-24
3629070,Tuckahoe Common School District,Suffolk,,,,,62220,2019-20
3629130,Tully Central School District,Onondaga,92,,,,24943,2019-20
3629160,Tupper Lake Central School District,Franklin,84,,,,23528,2019-20
3629190,Tuxedo Union Free School District,Orange,90,,,,58612,2019-20
3629240,Otego-Unadilla Central School District,Otsego,87,,,,23261,2019-20
3629250,Union Springs Central School District,Cayuga,82,,,,21806,2019-20
3629280,Uniondale Union Free School District,Nassau,79,,,,32298,2019-20
3629370,Utica City School District,Oneida,70,,,,17370,2019-20
3629400,Valhalla Union Free School District,Westchester,93,62,55,17,30400,2023-24
3629430,Valley Stream 13 Union Free School District,Nassau,,,,,23793,2019-20
3629460,Valley Stream 24 Union Free School District,Nassau,,,,,26859,2019-20
3629490,Valley Stream 30 Union Free School District,Nassau,,,,,22900,2019-20
3629520,Valley Stream Central High School District,Nassau,95,,,,24329,2019-20
3629610,Vestal Central School District,Broome,91,,,,20358,2019-20
3629640,Victor Central School District,Ontario,96,,,,15653,2019-20
3629670,Voorheesville Central School District,Albany,97,,,,18973,2019-20
3629760,Wainscott Common School District,Suffolk,,,,,59731,2019-20
3629790,Wallkill Central School District,Ulster,90,,,,25544,2019-20
3629820,Walton Central School District,Delaware,87,,,,23220,2019-20
3629850,Wantagh Union Free School District,Nassau,98,,,,25963,2019-20
3629880,Wappingers Central School District,Dutchess,90,,,,21629,2019-20
3629910,Warrensburg Central School District,Warren,72,,,,28792,2019-20
3629940,Warsaw Central School District,Wyoming,87,,,,21369,2019-20
3629970,Warwick Valley Central School District,Orange,93,,,,22438,2019-20
3630030,Washingtonville Central School District,Orange,95,,,,22638,2019-20
3630060,Waterford-Halfmoon Union Free School District,Saratoga,87,,,,22200,2019-20
3630120,Watertown City School District,Jefferson,70,,,,17562,2019-20
3630160,Waterville Central School District,Oneida,87,,,,20825,2019-20
3630210,Watervliet City School District,Albany,77,,,,18255,2019-20
3630240,Watkins Glen Central School District,Schuyler,92,,,,23965,2019-20
3630270,Waverly Central School District,Tioga,82,,,,17640,2019-20
3630330,Wayne Central School District,Wayne,97,,,,20430,2019-20
3630360,Webster Central School District,Monroe,95,,,,20236,2019-20
3630390,Northeast Central School District,Dutchess,84,,,,28788,2019-20
3630420,Weedsport Central School District,Cayuga,92,,,,22242,2019-20
3630450,Wells Central School District,Hamilton,90,,,,39326,2019-20
3630480,Wellsville Central School District,Allegany,87,,,,22023,2019-20
3630540,West Babylon Union Free School District,Suffolk,89,,,,29095,2019-20
3630600,West Canada Valley Central School District,Herkimer,82,,,,25221,2019-20
3630630,West Genesee Central School District,Onondaga,95,,,,18929,2019-20
3630660,West Hempstead Union Free School District,Nassau,97,,,,37475,2019-20
3630690,West Islip Union Free School District,Suffolk,99,,,,28634,2019-20
3630760,West Park Union Free School District,Ulster,,,,,,2019-20
3630780,West Seneca Central School District,Erie,90,,,,19210,2019-20
3630900,West Valley Central School District,Cattaraugus,90,,,,35858,2019-20
3630930,Mount Markham Central School District,Herkimer,87,,,,20712,2019-20
3630960,Westbury Union Free School District,Nassau,81,,,,29844,2019-20
3630990,Westfield Central School District,Chautauqua,84,,,,24716,2019-20
3631020,Westhampton Beach Union Free School District,Suffolk,92,,,,29183,2019-20
3631050,Westmoreland Central School District,Oneida,92,,,,22529,2019-20
3631170,Wheatland-Chili Central School District,Monroe,95,,,,25792,2019-20
3631200,Wheelerville Union Free School District,Fulton,,,,,31347,2019-20
3631260,White Plains City School District,Westchester,88,50,40,22,29900,2023-24
3631290,Whitehall Central School District,Washington,84,,,,22584,2019-20
3631320,Whitesboro Central School District,Oneida,95,,,,19686,2019-20
3631350,Whitesville Central School District,Allegany,90,,,,30542,2019-20
3631380,Whitney Point Central School District,Broome,82,,,,23284,2019-20
3631410,North Greenbush Common School District (Williams),Rensselaer,,,,,33581,2019-20
3631440,Williamson Central School District,Wayne,97,,,,21492,2019-20
3631470,Williamsville Central School District,Erie,95,,,,17899,2019-20
3631500,Willsboro Central School District,Essex,90,,,,29992,2019-20
3631560,Wilson Central School District,Niagara,82,,,,23685,2019-20
3631590,Windham-Ashland-Jewett Central School District,Greene,69,,,,33071,2019-20
3631710,Hewlett-Woodmere Union Free School District,Nassau,97,,,,38744,2019-20
3631740,Worcester Central School District,Otsego,90,,,,23133,2019-20
3631800,Wyandanch Union Free School District,Suffolk,46,,,,24123,2019-20
3631830,Wynantskill Union Free School District,Rensselaer,,,,,24487,2019-20
3631860,Wyoming Central School District,Wyoming,,,,,25952,2019-20
3631920,Yonkers City School District,Westchester,76,32,22,32,27200,2023-24
3631950,York Central School District,Livingston,95,,,,22714,2019-20
3631980,Yorktown Central School District,Westchester,95,69,63,15,30700,2023-24
3632010,Cuba-Rushford Central School District,Allegany,87,,,,24389,2019-20
