geoid,district_name,county,graduation_rate_pct,ela_proficiency_pct,math_proficiency_pct,chronic_absenteeism_pct,pupil_expenditure,source_year
2628560,Plymouth-Canton Community Schools,Wayne,90,66,58,,11951,2020-21
2628740,Pontiac City School District,Oakland,59,17,8,,14924,2020-21
2628830,Port Huron Area School District,St. Clair,78,37,23,,11991,2020-21
2628890,Houghton-Portage Township Schools,Houghton,97,69,65,,10459,2020-21
2628950,Portage Public Schools,Kalamazoo,94,63,48,,11311,2020-21
2629120,Portland Public School District,Ionia,72,50,30,,10221,2020-21
2629130,Posen Consolidated School District,Presque Isle,90,47,32,,11271,2020-21
2629160,Potterville Public Schools,Eaton,82,39,20,,11527,2020-21
2629220,North Central Area Schools,Menominee,90,57,22,,11967,2020-21
2629250,Quincy Community School District,Branch,92,43,27,,10085,2020-21
2629340,Rapid River Public Schools,Delta,90,47,32,,12190,2020-21
2629370,Ravenna Public Schools,Muskegon,92,39,16,,11294,2020-21
2629400,Reading Community Schools,Hillsdale,84,36,27,,11743,2020-21
2629460,Redford Union School District,Wayne,63,23,8,,18546,2020-21
2629490,Reed City Area Public Schools,Osceola,92,39,30,,11348,2020-21
2629520,Reese Public Schools,Tuscola,92,49,38,,12214,2020-21
2629540,Reeths-Puffer Schools,Muskegon,89,44,28,,11448,2020-21
2629580,Republic-Michigamme Schools,Marquette,75,44,24,,24587,2020-21
2629670,Richmond Community Schools,Macomb,97,46,30,,10909,2020-21
2629760,River Rouge School District,Wayne,82,12,3,,11702,2020-21
2629790,River Valley School District,Berrien,95,56,30,,17146,2020-21
2629910,Riverview Community School District,Wayne,93,45,28,,10647,2020-21
2629940,Rochester Community School District,Oakland,97,69,60,,11794,2020-21
2630030,Rockford Public Schools,Kent,92,64,59,,11193,2020-21
2630060,Rogers City Area Schools,Presque Isle,95,44,24,,13421,2020-21
2630090,Romeo Community Schools,Macomb,93,51,43,,11870,2020-21
2630120,Romulus Community Schools,Wayne,72,21,9,,13180,2020-21
2630210,Roseville Community Schools,Macomb,89,24,11,,12255,2020-21
2630300,Royal Oak City School District,Oakland,93,59,41,,13129,2020-21
2630360,Rudyard Area Schools,Chippewa,90,42,34,,12126,2020-21
2630390,Saginaw City School District,Saginaw,81,29,20,,14269,2020-21
2630450,Saginaw Township Community Schools,Saginaw,76,45,27,,11325,2020-21
2630480,North Dickinson County Schools,Dickinson,90,42,42,,11686,2020-21
2630660,Saline Area Schools,Washtenaw,94,70,59,,12984,2020-21
2630780,Sand Creek Community Schools,Lenawee,84,48,35,,11499,2020-21
2630840,Sandusky Community School District,Sanilac,84,48,40,,10536,2020-21
2630930,Saranac Community Schools,Ionia,95,39,35,,10449,2020-21
2630960,Saugatuck Public Schools,Allegan,84,64,51,,12825,2020-21
2630990,Sault Ste. Marie Area Schools,Chippewa,82,44,35,,11346,2020-21
2631020,Schoolcraft Community Schools,Kalamazoo,87,56,55,,11374,2020-21
2631320,Shelby Public Schools,Oceana,82,31,18,,13478,2020-21
2631380,Shepherd Public School District,Isabella,82,43,30,,10298,2020-21
2632220,South Lake Schools,Macomb,97,26,11,,12862,2020-21
2632250,South Lyon Community Schools,Oakland,96,59,46,,11057,2020-21
2632280,South Redford School District,Wayne,89,29,11,,14046,2020-21
2632300,South Haven Public Schools,Van Buren,82,37,20,,12046,2020-21
2632310,Southfield Public School District,Oakland,88,37,17,,18011,2020-21
2632340,Southgate Community School District,Wayne,73,36,21,,14282,2020-21
2632370,Sparta Area Schools,Kent,87,47,33,,11543,2020-21
2632550,Spring Lake Public Schools,Ottawa,97,77,72,,12049,2020-21
2632610,Springport Public Schools,Jackson,87,33,25,,12155,2020-21
2632640,St. Charles Community Schools,Saginaw,82,47,35,,10162,2020-21
2632670,Lake Shore Public Schools,Macomb,83,40,22,,13049,2020-21
2632820,St. Johns Public Schools,Clinton,94,50,33,,10433,2020-21
2632850,St. Joseph Public Schools,Berrien,97,64,53,,10520,2020-21
2632880,St. Louis Public Schools,Gratiot,87,37,19,,11287,2020-21
2632910,West Iron County Public Schools,Iron,95,46,38,,14103,2020-21
2632940,Standish-Sterling Community School District,Arenac,92,51,37,,11801,2020-21
2633000,Stephenson Area Public Schools,Menominee,84,50,39,,11028,2020-21
2633030,Stockbridge Community Schools,Ingham,92,38,30,,11207,2020-21
2633090,Sturgis Public Schools,St. Joseph,84,32,20,,10945,2020-21
2633120,Summerfield School District,Monroe,95,49,39,,11388,2020-21
2633360,Suttons Bay Public Schools,Leelanau,67,37,22,,11779,2020-21
2633410,Swan Valley School District,Saginaw,92,56,42,,9238,2020-21
2633420,Swartz Creek Community Schools,Genesee,86,44,23,,11535,2020-21
2633510,Tawas Area Schools,Iosco,92,51,34,,10626,2020-21
2633540,Taylor School District,Wayne,65,27,14,,14110,2020-21
2633720,Tecumseh Public Schools,Lenawee,88,48,34,,10895,2020-21
2633750,Tekonsha Community Schools,Calhoun,90,27,8,,12717,2020-21
2633810,Thornapple Kellogg School District,Barry,94,51,40,,11227,2020-21
2633840,Three Rivers Community Schools,St. Joseph,87,45,37,,12588,2020-21
2633870,Traverse City Area Public Schools,Grand Traverse,91,56,45,,11776,2020-21
2633900,Trenton Public Schools,Wayne,97,53,44,,14726,2020-21
2633930,Tri County Area Schools,Kent,97,42,26,,11793,2020-21
2634260,Troy School District,Oakland,94,75,68,,12735,2020-21
2634380,Ubly Community Schools,Huron,95,52,32,,13285,2020-21
2634410,Union City Community Schools,Branch,82,39,22,,11511,2020-21
2634440,Unionville-Sebewaing Area School District,Huron,92,46,34,,11560,2020-21
2634470,Utica Community Schools,Macomb,96,53,38,,11538,2020-21
2634560,Van Buren Public Schools,Wayne,79,43,33,,12586,2020-21
2634620,Vanderbilt Area Schools,Otsego,75,24,15,,13433,2020-21
2634650,Vandercook Lake Public Schools,Jackson,84,27,14,,11240,2020-21
2634680,Van Dyke Public Schools,Macomb,77,19,7,,13865,2020-21
2634710,Vassar Public Schools,Tuscola,87,24,20,,13365,2020-21
2634920,Vestaburg Community Schools,Montcalm,42,37,27,,11190,2020-21
2634950,Vicksburg Community Schools,Kalamazoo,84,56,42,,11476,2020-21
2635010,Wakefield-Marenisco School District,Gogebic,90,37,27,,12149,2020-21
2635040,Waldron Area Schools,Hillsdale,69,22,8,,12664,2020-21
2635130,Walkerville Rural Community School District,Oceana,75,22,17,,15058,2020-21
2635160,Walled Lake Consolidated Schools,Oakland,92,60,52,,12504,2020-21
2635190,Warren Consolidated Schools,Macomb,89,39,18,,13946,2020-21
2635220,Warren Woods Public Schools,Macomb,81,40,23,,12828,2020-21
2635310,Waterford School District,Oakland,87,42,26,,13902,2020-21
2635340,Watersmeet Township School District,Gogebic,,24,LE10,,,2020-21
2635460,Watervliet School District,Berrien,57,43,31,,10697,2020-21
2635520,Waverly Community Schools,Eaton,94,40,22,,12264,2020-21
2635550,Wayland Union Schools,Allegan,82,51,45,,11456,2020-21
2635730,Webberville Community Schools,Ingham,95,42,24,,10393,2020-21
2635820,West Bloomfield School District,Oakland,97,55,42,,12933,2020-21
2635850,West Branch-Rose City Area Schools,Ogemaw,92,43,27,,11506,2020-21
2635910,West Ottawa Public School District,Ottawa,89,52,37,,12217,2020-21
2635940,Western School District,Jackson,81,50,33,,10602,2020-21
2635970,Westwood Heights Schools,Genesee,63,12,LE5,,10978,2020-21
2636060,White Cloud Public Schools,Newaygo,77,32,17,,12322,2020-21
2636120,White Pigeon Community Schools,St. Joseph,95,28,12,,11651,2020-21
2636240,Whitefish Township Schools,Chippewa,,15,LE10,,20750,2020-21
2636270,Whiteford Agricultural School District,Monroe,95,60,52,,10871,2020-21
2636300,Whitehall School District,Muskegon,82,55,40,,12628,2020-21
2636330,Whitmore Lake Public Schools,Washtenaw,92,44,34,,14860,2020-21
2636390,Whittemore-Prescott Area Schools,Iosco,95,25,11,,12273,2020-21
2636420,Williamston Community Schools,Ingham,97,62,49,,10435,2020-21
2636480,Wolverine Community Schools,Cheboygan,90,27,8,,11299,2020-21
2636485,Woodhaven-Brownstown School District,Wayne,86,49,32,,12431,2020-21
2636540,Wyandotte City School District,Wayne,84,45,27,,16249,2020-21
2636570,Wyoming Public Schools,Kent,83,39,16,,12133,2020-21
2636600,Yale Public Schools,St. Clair,87,62,40,,10692,2020-21
2636630,Ypsilanti Community Schools,Washtenaw,72,20,11,,16079,2020-21
2636660,Zeeland Public Schools,Ottawa,92,64,47,,12342,2020-21
2699997,School District Not Defined,,,,,,,2020-21
